company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,information,source1,source2,source3,link1,link2,link3,Commodity
Norbeau Mines (Quebec) Ltd. ,,,,,,Norbeau,Chibougamau ,Quebec,49.959221,-74.305286,1965,1969,,,,,,0,0,1,https://www.mindat.org/loc-194143.html,https://www.globenewswire.com/en/news-release/2021/03/22/2196798/0/en/Dor%C3%A9-Copper-Consolidates-and-Options-the-High-Grade-Norbeau-Gold-Properties-in-the-Chibougamau-Mining-Camp-Quebec.html,https://www.ontrackexploration.com/OnTrackExploration/index.php?option=com_content&view=article&id=22,Gold
Chemical Lime Company,Texada Lime Ltd.,,,,,,Fort Langley,British Columbia,49.18952188,-122.6606314,1970,open,,,,,"Chemical Lime Company Of Canada Formerly Known As Texada Lime Was Established In 1970. The Company Was Purchased In 1992 By The Chemical Lime Company (Lhoist North America) With Corporate Offices In Fort Worth Texas. Chemical Lime Company Is The Leading Manufacturer Of Lime Based Products In North America. The Manufacturing Plant Is Located In Langley BC. Products Produced At This Location Include Quicklime (Calcium Oxide), Hydrated Lime (Calcium Hydroxide And Limestone (Calcium Carbonate). These Products Are Used In The Mining, Pulp & Paper Industries, Agricultural, Construction And Environmental Applications.",0,0,1,https://www.ctidirectory.com/search/company.cfm?company=22620,https://cmscontent.nrs.gov.bc.ca/geoscience/publicationcatalogue/OpenFile/BCGS_OF1992-18.pdf,,Lime
Gibraltar Mines Ltd.,Westmin Resources limited and Boliden Westmin (Canada) Limited,Taseco Mines Limited and Ledcor Mining Ltd. ,Placer Development Ltd.,,,Gibraltar,McLeese Lake,British Columbia,52.529808,-122.286536,1972,1998,2004,open,,,,0,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=093B%20%20012,https://www.tasekomines.com/properties/gibraltar/project-summary,,Molybdenum
Gibraltar Mines Ltd.,Westmin Resources limited and Boliden Westmin (Canada) Limited,Taseco Mines Limited and Ledcor Mining Ltd. ,Placer Development Ltd.,,,Gibraltar,McLeese Lake,British Columbia,52.529808,-122.286536,1972,1998,2004,open,,,,0,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=093B%20%20012,https://www.tasekomines.com/properties/gibraltar/project-summary,,Copper
Bradina Joint Venture,Pacific Houston,Equity Metals Corporation,,,,Silver Queen,Owen Lake,British Columbia,54.083333,-126.716111,1972,open,,,,,,0,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=093L++002,"https://equitymetalscorporation.com/projects/silver-queen-project/#:~:text=The%20Silver%20Queen%20gold%2Dsilver,km%20south%20of%20Houston%20BC.",,Lead
Bradina Joint Venture,Pacific Houston,Equity Metals Corporation,,,,Silver Queen,Owen Lake,British Columbia,54.083333,-126.716111,1972,open,,,,,,0,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=093L++002,"https://equitymetalscorporation.com/projects/silver-queen-project/#:~:text=The%20Silver%20Queen%20gold%2Dsilver,km%20south%20of%20Houston%20BC.",,Copper
Bradina Joint Venture,Pacific Houston,Equity Metals Corporation,,,,Silver Queen,Owen Lake,British Columbia,54.083333,-126.716111,1972,open,,,,,,0,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=093L++002,"https://equitymetalscorporation.com/projects/silver-queen-project/#:~:text=The%20Silver%20Queen%20gold%2Dsilver,km%20south%20of%20Houston%20BC.",,Gold
Bradina Joint Venture,Pacific Houston,Equity Metals Corporation,,,,Silver Queen,Owen Lake,British Columbia,54.083333,-126.716111,1972,open,,,,,,0,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=093L++002,"https://equitymetalscorporation.com/projects/silver-queen-project/#:~:text=The%20Silver%20Queen%20gold%2Dsilver,km%20south%20of%20Houston%20BC.",,Silver
Bradina Joint Venture,Pacific Houston,Equity Metals Corporation,,,,Silver Queen,Owen Lake,British Columbia,54.083333,-126.716111,1972,open,,,,,,0,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=093L++002,"https://equitymetalscorporation.com/projects/silver-queen-project/#:~:text=The%20Silver%20Queen%20gold%2Dsilver,km%20south%20of%20Houston%20BC.",,Zinc
Calcitherm Nederland BV,Carmeuse North America Group,Beachville Ltd.,,,,Plant,Ingersoll,Ontario,43.09166447,-80.84047676,1973,open,,,,,,0,0,1,http://www.companylisting.ca/Carmeuse_Lime_Canada_Limited_Beachville_Operations/default.aspx,,,Lime
Luzenac Inc.,,,,,,Penhorwood,Penhorwood Township,Ontario,48.19416,-82.09663,1973,1994,,,,,,0,0,1,https://mininglifeonline.net/company-page/penhorwood-mine/477,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42B01NE00009.html,,Talc
Westroc Industries Limited,,,,,,Drumbo,Clarkson ,Ontario,43.22479,-80.61253,1978,1994,,,,,unclear ownership sequence (and dates) as for other Ingersoll entry,0,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI40P02NE00002.html,,,Gypsum
Yava Mines Ltd.,,,,,,Silvermines ,"Salmon River area, Cape Breton",Nova Scotia,45.8665,-60.4023,1979,1981,,,,,"Discovered in 1962: Production begins, Yava mine, Salmon River area, Cape Breton, Nova Scotia.",0,0,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133502,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,,Lead
Armand Sicotte et Fils,Les Sables Silco Inc.,,,,,Sainte-Clotilde (Armand Sicotte) or Marcil Quarry,Howick/Saint-Clothilde,Quebec,45.138417,-73.644215,1980,open,,,,,,0,0,1,https://www.mindat.org/loc-187929.html,,,Silica
Westar Mining Corporation,Kaiser Resource,Teck Cominco Limited,B.C Coal,,,"Elkview, formely Balmer",Sparwood,British Columbia,49.78611,-114.82749,1980,2015,,,,,strike in 1980-1 (link1),0,0,1,https://www.upi.com/Archives/1981/07/23/Officials-at-BC-Coal-Ltds-coal-operations-in-Sparwood/2563364708800/,https://open.library.ubc.ca/media/stream/pdf/831/1.0096357/1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=082GNE014,Coal
Gregg River Resources Ltd. ,,,,,,Gregg River,Hinton,Alberta,53.09308204,-117.5087097,1980,2000,,,,,,0,0,1,https://www.cclmportal.ca/resource/reclamation-gregg-river-mine-canada,,,Coal
Obed Mountain Coal Co. Ltd. ,,,,,,Obed-Marsh,Hinton,Alberta,53.60719525,-117.4604471,1980,2003,,,,,,0,0,1,https://www.canadianminingjournal.com/news/coal-mining-news-luscar-suspends-production-at-obed-mountain/,,,Coal
Orofino Resources Ltd.,Westfield Minerals Limited,,,,,Grandoro,Davis Twp. ,Ontario,46.65107,-80.61542,1981,1988,,,,,The mine was also in production from 1899 to 1941. //// It is one of three main occurrences forming the historic Orofino Mountain gold camp.,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082ESW011,https://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESW010,,Copper
Orofino Resources Ltd.,Westfield Minerals Limited,,,,,Grandoro,Davis Twp. ,Ontario,46.65107,-80.61542,1981,1988,,,,,The mine was also in production from 1899 to 1941. //// It is one of three main occurrences forming the historic Orofino Mountain gold camp.,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082ESW011,https://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESW010,,Gold
Kidd Creek Mines Ltd.,Falconbridge Ltd.,"Placer Dome (CLA) Limited and Kinross Gold Corporation, Porcupine Joint Venture",,,,Owl Creek,Timmins ,Ontario,48.55056,-81.13944,1981,1990,,,,,,0,0,1,https://www.mindat.org/loc-194803.html,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,https://bc-mlard.ca/files/presentations/2016-1-MARTIN-ETAL-owl-creek-part1.pdf,Gold
Zenmac Metal Mines Ltd.,,,,,,,Schreiber ,Ontario,48.97755,-87.36555,1981,1998,,,,,,0,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42D14NW00015.html,,,Zinc
Ateba Mines Inc.,Teck Corporation,Norex Mines Ltd,Beardmore Gold Mines Ltd.,,,,Beardmore,Ontario,49.610917,-87.938508,1981,1989,,,,,"The mine was also in production from 1926 to 1941 ///// more companies: Pancontinental Mining (Canada) Ltd. And Roxmark and Ontex Resources Ltd. /// Northern Empire Mine - 1939, Pancontinental - 1984, Pan-Empire - 1984, Beardmore Gold Mines - 1926",0,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42E12SW00002.html,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42E12SW00002.html,,Gold
Potash Company of America,Potash Company of America Inc. (a Division of Rio Algom Limited),,,,,Sussex (Lower Millstream Potash),Sussex ,New Brunswick,45.4435,-65.27,1983,open,,,,,,0,0,1,https://www1.gnb.ca/0078/GeoscienceDatabase/IndustrialMinerals/qryIndMinSummary-e.asp?Num=240,,,Salt
Potash Company of America,Potash Company of America Inc. (a Division of Rio Algom Limited),,,,,Sussex (Lower Millstream Potash),Sussex ,New Brunswick,45.4435,-65.27,1983,open,,,,,,0,0,1,https://www1.gnb.ca/0078/GeoscienceDatabase/IndustrialMinerals/qryIndMinSummary-e.asp?Num=240,,,Potash
New Privateer Mine Ltd.,,,,,,New Privateer,Zeballos ,British Columbia,50.03028,-126.81889,1983,1991,,,,,,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=092L%20%20008,,,Gold
Quinsam Coal Ltd.,Hillsborough Resources Limited,,,,,Quinsam,Quinsam Mine,British Columbia,49.935277,-125.48749,1986,2015,2017,open,,,,0,0,1,https://publications.gc.ca/collections/collection_2017/statcan/44-250/CS44-250-1989.pdf,,,Fireclay
Quinsam Coal Ltd.,Hillsborough Resources Limited,,,,,Quinsam,Quinsam Mine,British Columbia,49.935277,-125.48749,1986,2015,2017,open,,,,0,0,1,https://publications.gc.ca/collections/collection_2017/statcan/44-250/CS44-250-1989.pdf,,,Clay
Quinsam Coal Ltd.,Hillsborough Resources Limited,,,,,Quinsam,Quinsam Mine,British Columbia,49.935277,-125.48749,1986,2015,2017,open,,,,0,0,1,https://publications.gc.ca/collections/collection_2017/statcan/44-250/CS44-250-1989.pdf,,,Coal
Audrey Resources Inc. ,Breakwater Resources Ltd.,,,,,Mobrun (Bouchard-Hebert) ,Rouyn-Noranda,Quebec,48.389454,-78.901713,1987,1992,1996,2005,,,https://www.mindat.org/loc-244581.html,0,0,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10230614,http://www.24hgold.com/english/project.aspx?id=3132160D5010,https://www.woodmac.com/reports/metals-bouchard-hebert-closed-zinc-mine-16200547/,Silver
Audrey Resources Inc. ,Breakwater Resources Ltd.,,,,,Mobrun (Bouchard-Hebert) ,Rouyn-Noranda,Quebec,48.389454,-78.901713,1987,1992,1996,2005,,,https://www.mindat.org/loc-244581.html,0,0,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10230614,http://www.24hgold.com/english/project.aspx?id=3132160D5010,https://www.woodmac.com/reports/metals-bouchard-hebert-closed-zinc-mine-16200547/,Gold
Audrey Resources Inc. ,Breakwater Resources Ltd.,,,,,Mobrun (Bouchard-Hebert) ,Rouyn-Noranda,Quebec,48.389454,-78.901713,1987,1992,1996,2005,,,https://www.mindat.org/loc-244581.html,0,0,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10230614,http://www.24hgold.com/english/project.aspx?id=3132160D5010,https://www.woodmac.com/reports/metals-bouchard-hebert-closed-zinc-mine-16200547/,Zinc
Audrey Resources Inc. ,Breakwater Resources Ltd.,,,,,Mobrun (Bouchard-Hebert) ,Rouyn-Noranda,Quebec,48.389454,-78.901713,1987,1992,1996,2005,,,https://www.mindat.org/loc-244581.html,0,0,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10230614,http://www.24hgold.com/english/project.aspx?id=3132160D5010,https://www.woodmac.com/reports/metals-bouchard-hebert-closed-zinc-mine-16200547/,Copper
Reiss Lime Co. of Canada Ltd. ,Koch Minerals Company (Reiss Lime),Northern Lime Limited,Lafarge Canada Inc.,,,Reiss Lime,Spragge,Ontario,46.20152355,-82.6931354,1988,open,,,,,"It is more local production. This might be a problematic point because it is an indirect industry to a copper and uranium mines that closes during these years : see ""Carmeuse Lime Limited and Lafarge Canada Inc., formerly Reiss Lime Co. of Canada Ltd., was
established in Long Township during the 1970's to serve a resurgent uranium industry. With a dock accessible by Great Lake freighters, Carmeuse receives shipments of limestone, coal, and coke to make lime for the mining industry. The company has expanded to include storage for sulphuric acid for redistribution and is a major trans-shipment point for road salt that is distributed throughout Northern Ontario. Lafarge Canada Inc. produces a slag cement product used for backfilling in area mines.
During the 1980's, the population and, as a direct result, the service industries diminished appreciably in step with the declining uranium industry. During this time market prices for ore were lower than the production costs, and as a result contracts were lost. With depleting ore reserves, closure of the mines was inevitable and the impact on the area from 1991-1996 was drastic, with the local economy being hit hard. Despite this setback the area continues to thrive in its own way."" from https://townshipofthenorthshore.ca/documents/assets/uploads/files/en/historical_sketch.pdf",0,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/pub/data/imaging/NSP001//nsp001.pdf,,,Lime
Dumagami Mines Ltd. ,Agnico Eagle Mines Limited,Delfer Gold Mines Inc.,Agnico-Eagle Mines Ltd. (Donald LaRonde Mine),,,LaRonde,Cadillac ,Quebec,48.250795,-78.441603,1988,open,,,,,"This is the Terrex which is part of Agnico Eagle's Laronde Mine and is 100% owned. The Terrex property consists of 21 mining claims that cover in total 424.4 hectares. In 2003, exploration work started to extend outside of the LaRonde property onto the Terrex property where a down-plunge extension of Zone 20 North was discovered. The Terrex property is subject to a 5% net profits royalty to Delfer Gold Mines Inc. and a 2% net smelter return royalty to Barrick. The Company does not expect to pay royalties on this part of the property in 2011. //// El Coco and Terrex properties (collectively the ""LaRonde Mine""),",0,0,1,https://www.canadianminingjournal.com/featured-article/getting-down-and-dirty-at-laronde/,https://www.agnicoeagle.com/English/operations/operations/laronde/default.aspx,http://wikimapia.org/30642990/Terrex-Property,Lead
Dumagami Mines Ltd. ,Agnico Eagle Mines Limited,Delfer Gold Mines Inc.,Agnico-Eagle Mines Ltd. (Donald LaRonde Mine),,,LaRonde,Cadillac ,Quebec,48.250795,-78.441603,1988,open,,,,,"This is the Terrex which is part of Agnico Eagle's Laronde Mine and is 100% owned. The Terrex property consists of 21 mining claims that cover in total 424.4 hectares. In 2003, exploration work started to extend outside of the LaRonde property onto the Terrex property where a down-plunge extension of Zone 20 North was discovered. The Terrex property is subject to a 5% net profits royalty to Delfer Gold Mines Inc. and a 2% net smelter return royalty to Barrick. The Company does not expect to pay royalties on this part of the property in 2011. //// El Coco and Terrex properties (collectively the ""LaRonde Mine""),",0,0,1,https://www.canadianminingjournal.com/featured-article/getting-down-and-dirty-at-laronde/,https://www.agnicoeagle.com/English/operations/operations/laronde/default.aspx,http://wikimapia.org/30642990/Terrex-Property,Copper
Dumagami Mines Ltd. ,Agnico Eagle Mines Limited,Delfer Gold Mines Inc.,Agnico-Eagle Mines Ltd. (Donald LaRonde Mine),,,LaRonde,Cadillac ,Quebec,48.250795,-78.441603,1988,open,,,,,"This is the Terrex which is part of Agnico Eagle's Laronde Mine and is 100% owned. The Terrex property consists of 21 mining claims that cover in total 424.4 hectares. In 2003, exploration work started to extend outside of the LaRonde property onto the Terrex property where a down-plunge extension of Zone 20 North was discovered. The Terrex property is subject to a 5% net profits royalty to Delfer Gold Mines Inc. and a 2% net smelter return royalty to Barrick. The Company does not expect to pay royalties on this part of the property in 2011. //// El Coco and Terrex properties (collectively the ""LaRonde Mine""),",0,0,1,https://www.canadianminingjournal.com/featured-article/getting-down-and-dirty-at-laronde/,https://www.agnicoeagle.com/English/operations/operations/laronde/default.aspx,http://wikimapia.org/30642990/Terrex-Property,Gold
Dumagami Mines Ltd. ,Agnico Eagle Mines Limited,Delfer Gold Mines Inc.,Agnico-Eagle Mines Ltd. (Donald LaRonde Mine),,,LaRonde,Cadillac ,Quebec,48.250795,-78.441603,1988,open,,,,,"This is the Terrex which is part of Agnico Eagle's Laronde Mine and is 100% owned. The Terrex property consists of 21 mining claims that cover in total 424.4 hectares. In 2003, exploration work started to extend outside of the LaRonde property onto the Terrex property where a down-plunge extension of Zone 20 North was discovered. The Terrex property is subject to a 5% net profits royalty to Delfer Gold Mines Inc. and a 2% net smelter return royalty to Barrick. The Company does not expect to pay royalties on this part of the property in 2011. //// El Coco and Terrex properties (collectively the ""LaRonde Mine""),",0,0,1,https://www.canadianminingjournal.com/featured-article/getting-down-and-dirty-at-laronde/,https://www.agnicoeagle.com/English/operations/operations/laronde/default.aspx,http://wikimapia.org/30642990/Terrex-Property,Silver
Dumagami Mines Ltd. ,Agnico Eagle Mines Limited,Delfer Gold Mines Inc.,Agnico-Eagle Mines Ltd. (Donald LaRonde Mine),,,LaRonde,Cadillac ,Quebec,48.250795,-78.441603,1988,open,,,,,"This is the Terrex which is part of Agnico Eagle's Laronde Mine and is 100% owned. The Terrex property consists of 21 mining claims that cover in total 424.4 hectares. In 2003, exploration work started to extend outside of the LaRonde property onto the Terrex property where a down-plunge extension of Zone 20 North was discovered. The Terrex property is subject to a 5% net profits royalty to Delfer Gold Mines Inc. and a 2% net smelter return royalty to Barrick. The Company does not expect to pay royalties on this part of the property in 2011. //// El Coco and Terrex properties (collectively the ""LaRonde Mine""),",0,0,1,https://www.canadianminingjournal.com/featured-article/getting-down-and-dirty-at-laronde/,https://www.agnicoeagle.com/English/operations/operations/laronde/default.aspx,http://wikimapia.org/30642990/Terrex-Property,Zinc
Saskatoon Chemicals Ltd.,,,,,,,Saskatoon,Saskatchewan,52.15826771,-106.6747102,1989,1991,,,,,"In Saskatchewan, Mosaic Potash Esterhazy Limited Partnership (formerly IMC Esterhazy Canada Limited Partnership) supplies by-product rock salt from its potash operation at Esterhazy to Kayway Salt, which distributes it locally for road de-icing. Saskatoon Chemicals (“SaskChem,” a division of Sterling Chemicals Holdings, Inc.) produces brines from wells near Saskatoon for the manufacture of caustic soda, chlorine, and sodium chlorate to be used internally for its pulp chemicals operations.",0,0,1,https://natural-resources.canada.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/busi-indu/cmy-amc/2008revu/pdf/sal-sel-eng.pdf,,,Salt
Aur Resources Inc. ,Novicourt Inc. ,Teck (Cominco Limited) Corporation,,,,Louvicourt,Val d'Or,Quebec,48.1003,-77.502718,1994,2005,,,,,,0,0,1,https://www.onemine.org/document/abstract.cfm?docid=230009,https://open.library.ubc.ca/soa/cIRcle/collections/59367/items/1.0042600,,Lead
Aur Resources Inc. ,Novicourt Inc. ,Teck (Cominco Limited) Corporation,,,,Louvicourt,Val d'Or,Quebec,48.1003,-77.502718,1994,2005,,,,,,0,0,1,https://www.onemine.org/document/abstract.cfm?docid=230009,https://open.library.ubc.ca/soa/cIRcle/collections/59367/items/1.0042600,,Gold
Aur Resources Inc. ,Novicourt Inc. ,Teck (Cominco Limited) Corporation,,,,Louvicourt,Val d'Or,Quebec,48.1003,-77.502718,1994,2005,,,,,,0,0,1,https://www.onemine.org/document/abstract.cfm?docid=230009,https://open.library.ubc.ca/soa/cIRcle/collections/59367/items/1.0042600,,Copper
Aur Resources Inc. ,Novicourt Inc. ,Teck (Cominco Limited) Corporation,,,,Louvicourt,Val d'Or,Quebec,48.1003,-77.502718,1994,2005,,,,,,0,0,1,https://www.onemine.org/document/abstract.cfm?docid=230009,https://open.library.ubc.ca/soa/cIRcle/collections/59367/items/1.0042600,,Silver
Aur Resources Inc. ,Novicourt Inc. ,Teck (Cominco Limited) Corporation,,,,Louvicourt,Val d'Or,Quebec,48.1003,-77.502718,1994,2005,,,,,,0,0,1,https://www.onemine.org/document/abstract.cfm?docid=230009,https://open.library.ubc.ca/soa/cIRcle/collections/59367/items/1.0042600,,Zinc
MarFred Minerals Ltd.,Extender Minerals of Canada Ltd.,,,,,Tracey Lake,,Ontario,47.4162,-81.023788,2000,2017,,,,,,0,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI41P06NE00005.html,,,Barite
Bell Allard Mines Ltd.,,,,,,Bell Allard,Matagami ,Quebec,49.700976,-77.725148,2000,2004,,,,,link2 for different dates,0,0,1,https://www.canadianminingjournal.com/featured-article/zinc-division-new-mine-different-strategy-bell-allard-mine/,https://www.mindat.org/loc-186823.html,https://collections.banq.qc.ca/ark:/52327/bs20585,Lead
Bell Allard Mines Ltd.,,,,,,Bell Allard,Matagami ,Quebec,49.700976,-77.725148,2000,2004,,,,,link2 for different dates,0,0,1,https://www.canadianminingjournal.com/featured-article/zinc-division-new-mine-different-strategy-bell-allard-mine/,https://www.mindat.org/loc-186823.html,https://collections.banq.qc.ca/ark:/52327/bs20585,Gold
Bell Allard Mines Ltd.,,,,,,Bell Allard,Matagami ,Quebec,49.700976,-77.725148,2000,2004,,,,,link2 for different dates,0,0,1,https://www.canadianminingjournal.com/featured-article/zinc-division-new-mine-different-strategy-bell-allard-mine/,https://www.mindat.org/loc-186823.html,https://collections.banq.qc.ca/ark:/52327/bs20585,Copper
Bell Allard Mines Ltd.,,,,,,Bell Allard,Matagami ,Quebec,49.700976,-77.725148,2000,2004,,,,,link2 for different dates,0,0,1,https://www.canadianminingjournal.com/featured-article/zinc-division-new-mine-different-strategy-bell-allard-mine/,https://www.mindat.org/loc-186823.html,https://collections.banq.qc.ca/ark:/52327/bs20585,Silver
Bell Allard Mines Ltd.,,,,,,Bell Allard,Matagami ,Quebec,49.700976,-77.725148,2000,2004,,,,,link2 for different dates,0,0,1,https://www.canadianminingjournal.com/featured-article/zinc-division-new-mine-different-strategy-bell-allard-mine/,https://www.mindat.org/loc-186823.html,https://collections.banq.qc.ca/ark:/52327/bs20585,Zinc
Black Bull Resources Inc.,,,,,,White Rock,Shelburne ,Nova Scotia,44.10752,-65.694008,2002,2011,,,,,"Closing of Devco’s Phalen Colliery, New Waterford, Cape Breton Island, Nova Scotia 1999 ..?",0,0,1,https://novascotia.ca/nse/ea/bbullwhiterock1.asp,,,Quartz
"River Gold Mines Ltd., ",,,,,,Mishi,Wawa ,Ontario,48.10967,-85.45982,2002,open,,,,,,0,0,1,https://miningdataonline.com/property/1238/Mishi-Mine.aspx,https://mininglifeonline.net/company-article/mishi-open-pit-mine/8918,,Gold
Brogan Mining Company Limited,Old Sydney Collieries Ltd.,,,,,Little Pond,Alder Point,Nova Scotia,45.31685,-62.04859,2004,2005,,,,,"Brogan operated at Little Pond on the site of the former Alexander and No. 7 mines from 1999 to 2003, subsequently moving North to Merritt Point, immediately South of the Cape Crushing operation, producing for a short time, 2004-2005. from https://notyourgrandfathersmining.ca/sullivan-creek",0,0,1,https://novascotia.ca/natr/meb/data/pubs/06re01/Appendix01.pdf,,,Coal
Falconbridge Limited,Xstrata,Glencore,,,,Montcalm,Timmins,Ontario,48.6659,-82.09741,2004,2009,,,,,"The former Montcalm Mine, currently owned by Glencore, was discovered and developed based on a single airborne electromagnetic anomaly identified in the 1970s"" from https://voltagemetals.com/montcalm-project/",0,0,1,https://ero.ontario.ca/notice/019-2192,https://www.mindat.org/loc-259836.html,,Nickel
Falconbridge Limited,Xstrata,Glencore,,,,Montcalm,Timmins,Ontario,48.6659,-82.09741,2004,2009,,,,,"The former Montcalm Mine, currently owned by Glencore, was discovered and developed based on a single airborne electromagnetic anomaly identified in the 1970s"" from https://voltagemetals.com/montcalm-project/",0,0,1,https://ero.ontario.ca/notice/019-2192,https://www.mindat.org/loc-259836.html,,Cobalt
Falconbridge Limited,Xstrata,Glencore,,,,Montcalm,Timmins,Ontario,48.6659,-82.09741,2004,2009,,,,,"The former Montcalm Mine, currently owned by Glencore, was discovered and developed based on a single airborne electromagnetic anomaly identified in the 1970s"" from https://voltagemetals.com/montcalm-project/",0,0,1,https://ero.ontario.ca/notice/019-2192,https://www.mindat.org/loc-259836.html,,Copper
Falconbridge Limited,Xstrata,Glencore,,,,Montcalm,Timmins,Ontario,48.6659,-82.09741,2004,2009,,,,,"The former Montcalm Mine, currently owned by Glencore, was discovered and developed based on a single airborne electromagnetic anomaly identified in the 1970s"" from https://voltagemetals.com/montcalm-project/",0,0,1,https://ero.ontario.ca/notice/019-2192,https://www.mindat.org/loc-259836.html,,Gold
Falconbridge Limited,Xstrata,Glencore,,,,Montcalm,Timmins,Ontario,48.6659,-82.09741,2004,2009,,,,,"The former Montcalm Mine, currently owned by Glencore, was discovered and developed based on a single airborne electromagnetic anomaly identified in the 1970s"" from https://voltagemetals.com/montcalm-project/",0,0,1,https://ero.ontario.ca/notice/019-2192,https://www.mindat.org/loc-259836.html,,Silver
Falconbridge Limited,Xstrata,Glencore,,,,Montcalm,Timmins,Ontario,48.6659,-82.09741,2004,2009,,,,,"The former Montcalm Mine, currently owned by Glencore, was discovered and developed based on a single airborne electromagnetic anomaly identified in the 1970s"" from https://voltagemetals.com/montcalm-project/",0,0,1,https://ero.ontario.ca/notice/019-2192,https://www.mindat.org/loc-259836.html,,Platinum
Hurley Slate Works Company Inc.,,,,,,Hurley or Burgoyne's Cove quarry,Trinity Bay,Newfoundland-and-Labrador,47.51756381,-52.95939564,2005,2010,,,,,Hurley Slate Works Company Inc. operated a slate quarrying and processing operation in Burgoyne’s Cove that shut down in August 2010.,0,0,1,https://www.cbc.ca/landandseanl/2010/07/the-story-of-a-quarry.html,,,Dimension Stone
De Beers,,,,,,Victor Diamond,James Bay Lowland,Ontario,52.82667,-83.88528,2008,2019,,,,,"environmental impact with impact on various First Nations
 500 full-time employees with 100 from Attawapiskat First Nation",0,0,1,https://www.mindat.org/loc-205700.html,,,Diamond
Lafarge Canada Inc.,,,,,,Woodstock,,Ontario,43.0987,-80.903,1956,2008,,,,,,0,0,0,,,,Limestone
Vale Canada Limited,,,,,,Birchtree,,Manitoba,55.701479,-97.927009,1965,1978,1989,2017,,,,0,0,0,,,,Nickel
Vale Canada Limited,,,,,,Birchtree,,Manitoba,55.701479,-97.927009,1965,1978,1989,2017,,,,0,0,0,,,,Platinum
Vale Canada Limited,,,,,,Birchtree,,Manitoba,55.701479,-97.927009,1965,1978,1989,2017,,,,0,0,0,,,,Cobalt
Vale Canada Limited,,,,,,Birchtree,,Manitoba,55.701479,-97.927009,1965,1978,1989,2017,,,,0,0,0,,,,Copper
First Nickel Inc.,Falconbrigde Ltd,,,,,Lockerby,,Ontario,46.433,-81.3238,1971,2008,2011,open,,,,0,0,0,,,,Nickel
First Nickel Inc.,Falconbrigde Ltd,,,,,Lockerby,,Ontario,46.433,-81.3238,1971,2008,2011,open,,,,0,0,0,,,,Tellurium
First Nickel Inc.,Falconbrigde Ltd,,,,,Lockerby,,Ontario,46.433,-81.3238,1971,2008,2011,open,,,,0,0,0,,,,Cobalt
First Nickel Inc.,Falconbrigde Ltd,,,,,Lockerby,,Ontario,46.433,-81.3238,1971,2008,2011,open,,,,0,0,0,,,,Gold
First Nickel Inc.,Falconbrigde Ltd,,,,,Lockerby,,Ontario,46.433,-81.3238,1971,2008,2011,open,,,,0,0,0,,,,Copper
First Nickel Inc.,Falconbrigde Ltd,,,,,Lockerby,,Ontario,46.433,-81.3238,1971,2008,2011,open,,,,0,0,0,,,,Silver
First Nickel Inc.,Falconbrigde Ltd,,,,,Lockerby,,Ontario,46.433,-81.3238,1971,2008,2011,open,,,,0,0,0,,,,Selenium
First Nickel Inc.,Falconbrigde Ltd,,,,,Lockerby,,Ontario,46.433,-81.3238,1971,2008,2011,open,,,,0,0,0,,,,Platinum
Teck Resources Limited,,,,,,Cardinal River (Cheviot),,Alberta,53.0667,-117.4,2005,2020,,,,,,0,0,0,,,,Coal
